Статьи доходов и расходов	МВЗ	ЦО3
3528110000	D100611600	D10004
3528110000	D100611700	D10004
3528110000	D100870000	D10004
3528110000	D100871200	D10004
3528500000	D100650200	D10001
3528500000	D100650300	D10002
3528500000	D100650400	D10003
3528500000	D100650500	D10004
3528500000	D100650600	D10005
3528500000	D100650700	D10006
3528500000	D100650800	D10007
3528500000	D100650900	D10008
3528500000	D100651000	D10009
3528500000	D100651100	D10012
3528500000	D100651200	D10013
3528500000	D100651300	D10014
3528500000	D100651400	D10015
3528500000	D100651500	D10016
3528500000	D100651600	D10017
3528500000	D100651700	D10018
3528500000	D100651800	D10019
3528500000	D100651900	D10020
3528500000	D100652000	D10021
3528500000	D100652100	D10022
3528500000	D100652200	D10023
3528500000	D100611600	D10011
3528500000	D100611700	D10010
3528500000	D100870000	D10024
3528500000	D100871200	D10023
